ID,year,x1,x2,x3,x4,x5,x6,y
2020_0001,2020,0.7578079060025633,-0.0886139452531673,0.569541666538042,3.031400164778503,0.305556474571834,-0.33256318147836006,1
2020_0002,2020,-0.5756422428125659,-0.0886139452531673,-0.203455969480003,-1.032474323917455,-1.6277767925477962,0.33959262325518413,0
2020_0003,2020,1.5346118741852557,-0.0886139452531673,0.7641657561858186,2.0280535653991834,-0.4509640948345192,-0.17810346681963335,1
2020_0004,2020,1.21720425085243,-0.0886139452531673,0.6933027121740628,0.9466971310088457,0.9755221358031246,-1.4135085982481852,1
2020_0005,2020,-1.6061819306225762,-0.0886139452531673,-0.895309970111874,-1.0307438322605298,-0.6123235352852504,0.9890646213755394,0
2020_0006,2020,1.7231220184061662,-0.0886139452531673,2.6965866829708505,0.4159706667779922,2.1606342067426536,-2.7388114369433336,1
2020_0007,2020,2.11681419968978,-0.0886139452531673,-0.3403562080212039,1.1191239293662776,0.26532930531623794,-0.4463651550284352,1
2020_0008,2020,0.5002877713306186,-0.0886139452531673,1.7698568930553547,1.3179986944140474,1.0368804716986164,-0.6201984545539159,1
2020_0009,2020,-2.5415876326212716,-0.0886139452531673,-2.8931711612381052,-1.78425850891518,-0.5498299365801587,0.14817887787141484,0
2020_0010,2020,-0.39532078459747,-0.0886139452531673,-0.7827268417713761,-1.1250444158598842,-1.0030700489004265,0.5616618078027354,0
2020_0011,2020,-1.9123368722047305,-0.0886139452531673,0.5750828276087308,-1.6100988660571138,-0.2045331290002591,1.1267648082610353,0
2020_0012,2020,0.0831579074031259,-0.0886139452531673,1.488668524467307,3.2996640696148387,1.4201833494805716,-0.7124048733521602,1
2020_0013,2020,1.9438127093831046,-0.0886139452531673,1.1706250785397927,0.9102692300883815,1.061928876158032,0.5865823373334818,1
2020_0014,2020,1.963369806032687,-0.0886139452531673,0.43955053119692444,2.5452321516965593,0.5954882359617636,0.1958183878814611,1
2020_0015,2020,-3.0307152572567064,-0.0886139452531673,-0.9689527995114458,-1.1956223308076883,-1.0860240868436282,-1.7115393751832233,0
2020_0016,2020,-1.2705182845363936,-0.0886139452531673,-1.2520628154033564,-0.7407123584650921,-1.8942031190376474,1.9005402554341098,0
2020_0017,2020,2.2355830924283735,-0.0886139452531673,0.21402339206864462,-0.32136407164526926,0.1552657771058467,-1.4387751272401994,1
2020_0018,2020,-1.125613548293737,-0.0886139452531673,-1.2898756154748698,-1.4470725918678646,-1.2976060191213503,0.41949727230971495,0
2020_0019,2020,2.131981483761395,-0.0886139452531673,1.1983811606264396,1.2105346707892468,-0.09917740994354728,0.3899599441977477,1
2020_0020,2020,0.09573090190925093,-0.0886139452531673,0.2327829314693597,2.586003830959867,1.1519391733501314,0.2756367823290771,1
2020_0021,2020,1.8310401549961957,-0.0886139452531673,0.19371817931531587,1.221982777676271,1.757302295189608,-0.4945768821616075,1
2020_0022,2020,-1.8026197594704465,-0.0886139452531673,-2.3602434375921746,0.3837203611929991,-1.52644994586332,0.8272526511405023,0
2020_0023,2020,1.0172098412753552,-0.0886139452531673,1.3907250260888961,1.6407291102029202,1.0267531485957098,-1.5603674739430955,1
2020_0024,2020,2.3705556094197267,-0.0886139452531673,1.5453232619670603,2.6274013394646856,-0.02728891162376819,-0.06582878867392292,1
2020_0025,2020,2.97927451067423,-0.0886139452531673,1.2316604442365175,0.9409577826949446,0.5560622632486704,-0.5638746765524585,1
2020_0026,2020,0.2943700546003589,-0.0886139452531673,-0.03482950727133416,1.3902227106518041,-1.3522636633422207,-0.6772979420670315,0
2020_0027,2020,-0.18519212849409494,-0.0886139452531673,-0.9121323629192725,-1.485396202914123,-0.3184834811148468,0.42874778745354575,0
2020_0028,2020,-1.6097341816301838,-0.0886139452531673,-0.6079890626342432,-1.766461834197669,-1.3430305390737427,1.0774785427196831,0
2020_0029,2020,-1.147279836973657,-0.0886139452531673,-0.6961625743624371,-2.210052849689034,0.009328330965317377,-0.34325576183686607,0
2020_0030,2020,2.266822871784244,-0.0886139452531673,0.9084599805817921,3.3310246715580702,0.6034233810702408,0.7806810899257774,1
2020_0031,2020,1.621177949299462,-0.0886139452531673,0.4691781718703527,1.8194475726178976,0.28031703232413535,0.04974066544459848,1
2020_0032,2020,1.6307641879115444,-0.0886139452531673,3.214152615791911,0.6658792666196915,-0.20264420987613044,-0.8927322092380086,1
2020_0033,2020,-0.676246868123818,-0.0886139452531673,-1.4519509798535086,0.249022696873495,-0.5974363917637202,-0.25795209324106383,0
2020_0034,2020,-1.5592826460259321,-0.0886139452531673,-1.6658777111204364,-0.31230781488221804,-0.08382527821905583,-0.2994858907916149,0
2020_0035,2020,-2.2292869363736614,-0.0886139452531673,-0.565990176549893,0.9661274713755903,-0.5813429947705007,-0.6966599125054466,0
2020_0036,2020,-1.9144730658358586,-0.0886139452531673,-0.7481455847049949,-2.5478328327399113,0.9910653331315391,0.42848292865583376,0
2020_0037,2020,-0.8660896222662576,-0.0886139452531673,-2.404791547610327,-1.2653601083142545,0.34382996197633453,0.23464618770475926,0
2020_0038,2020,-1.4970067088000443,-0.0886139452531673,0.1226782545637386,-1.4625213839428255,-1.0460222117736124,-1.590649698269418,0
2020_0039,2020,-1.159790023131662,-0.0886139452531673,-1.0941945753508333,-2.9736826764086013,-1.0544219470456555,-1.6515259952393577,0
2020_0040,2020,2.1700792422021897,-0.0886139452531673,-0.11093109521572053,2.060327204779694,1.1757573755882826,0.4246844532057544,1
2020_0041,2020,-1.8748414628976096,-0.0886139452531673,0.188784114353874,-1.2703965558033583,-1.470415344340548,-0.8152864287945346,0
2020_0042,2020,2.256248163629806,-0.0886139452531673,1.625675571596154,1.739631204986562,1.7330306452259894,0.302041155100324,1
2020_0043,2020,1.8788426034583945,-0.0886139452531673,-0.26454199194791417,3.3597719343296117,1.089280417474867,0.7809315781091883,1
2020_0044,2020,-2.734813086911479,-0.0886139452531673,0.7771828402577243,-1.3532436918276083,-0.5948328713131737,-1.2709528374055592,0
2020_0045,2020,2.9423047911862446,-0.0886139452531673,1.6587973683661927,0.5788470173428448,1.349562934216653,-1.411537254576185,1
2020_0046,2020,0.9992552562430839,-0.0886139452531673,0.9898038843749539,1.118664169723996,2.178263906695247,1.6744316823952952,1
2020_0047,2020,-3.1550953431851836,-0.0886139452531673,0.5902188056217794,-0.012752647016590402,-0.6632357182499959,0.351570782962459,0
2020_0048,2020,-2.5450437095863023,-0.0886139452531673,-0.8407022161703595,-1.56671302531015,-0.8904322966971076,-0.41924065667327093,0
2020_0049,2020,0.47895483932167804,-0.0886139452531673,0.971916924895968,0.3690384028678694,2.0069756986580627,-0.9339404526462636,1
2020_0050,2020,-1.4478266813424665,-0.0886139452531673,-1.660300116021989,0.057189270241365886,-0.02595966720709173,-0.5104408489072796,0
2020_0051,2020,-1.7738505055462372,-0.0886139452531673,-0.4181495606929214,-0.6213606761619644,-1.0567838723069778,-1.1905723361133103,0
2020_0052,2020,-1.8368319676405929,-0.0886139452531673,-0.5233970326760201,-3.0447282630048207,-0.7958508410727839,0.8834121740905903,0
2020_0053,2020,2.119701965482479,-0.0886139452531673,1.0146801398897114,-0.22539179946910815,0.9563047327510389,-0.7767511536063209,1
2020_0054,2020,1.839875361192704,-0.0886139452531673,0.21001364613239704,2.50123586382721,1.0894503556839863,1.093534588216267,1
2020_0055,2020,1.8160478706442862,-0.0886139452531673,1.1299298541660738,1.4019282830788125,-0.2852798807512912,-0.40062891977001125,1
2020_0056,2020,1.9098284573286928,-0.0886139452531673,0.9302012142378622,0.23780406896275097,-0.43398768624124817,-1.0433501836173147,1
2020_0057,2020,-0.8838653319977617,-0.0886139452531673,-2.333474318734201,-1.1704096572349822,-1.5099120176019631,-0.4263015880138014,0
2020_0058,2020,-0.607953341777443,-0.0886139452531673,-0.47181235132418564,1.0132366728016702,0.02820924559092619,-2.624166777501417,1
2020_0059,2020,-1.8644382522644611,-0.0886139452531673,-0.43484662119023054,-0.2642666397198362,-1.3150592111780022,-0.12076857667400692,0
2020_0060,2020,-3.680210064489474,-0.0886139452531673,-3.601888315051689,-2.358263394858789,-0.2922314863279966,-0.17011919113015858,0
2020_0061,2020,1.5360599267977955,-0.0886139452531673,1.20541052696126,0.15905086132954194,0.6648566749402094,0.8247427465479676,1
2020_0062,2020,-1.5046329722243452,-0.0886139452531673,-1.4780830577538244,-0.7270442451366111,-0.6428843159918495,-1.8863049279833795,0
2020_0063,2020,2.5455322747896805,-0.0886139452531673,2.3082466068799103,0.9001654195045496,-0.1794427280338093,1.1618663608635478,1
2020_0064,2020,2.6876343927211206,-0.0886139452531673,0.5065317908461242,1.5718591826367099,0.4306862376632439,0.820599294997656,1
2020_0065,2020,1.7027750482523674,-0.0886139452531673,1.659484214251896,-0.2295073973595978,1.2698061293958725,1.2520435636986627,1
2020_0066,2020,0.9996389226031002,-0.0886139452531673,0.6030861587622084,1.357128676271321,1.2759619665414415,-0.05272137600413741,1
2020_0067,2020,1.9851611125457378,-0.0886139452531673,1.1137481534861435,2.091583619377472,0.22034093744967365,1.0138968341027554,1
2020_0068,2020,-2.0279176373243137,-0.0886139452531673,-0.2631634690799488,-0.5131814528507166,-0.6706700908963572,-1.4712440349069051,0
2020_0069,2020,-1.5013926514433489,-0.0886139452531673,-1.4625557163245801,-0.8608882602384081,0.9590782827858657,0.713047565204533,0
2020_0070,2020,-0.5138636830392322,-0.0886139452531673,-0.0034451155015959856,-1.0958836025659708,-0.8140783434045106,-0.7711627620999453,0
2020_0071,2020,-2.0577713459894236,-0.0886139452531673,-1.993697877106483,-1.8348511527715017,-1.3545495569139563,-1.6514018324229363,0
2020_0072,2020,-0.6943213607574991,-0.0886139452531673,-0.705407157441621,-1.0719985924397886,-0.9390099114897282,-1.1241405181643607,0
2020_0073,2020,2.177401368692302,-0.0886139452531673,1.922639722787853,2.2597058528804057,0.8737416860214665,0.005531138629270573,1
2020_0074,2020,-2.4547918171308214,-0.0886139452531673,-0.3399625082096651,-1.1190285066001253,-0.9209347045524395,-0.8242992082176034,0
2020_0075,2020,-0.526105871782599,-0.0886139452531673,0.9164448767354103,-1.88980398934841,-0.8250837605412015,0.37607353169579993,0
2020_0076,2020,-0.8014336546284949,-0.0886139452531673,-1.7634393173106604,-1.4922470887653863,-1.9547574375494718,-1.8082375550040173,0
2020_0077,2020,-1.3980741126273426,-0.0886139452531673,-2.379149251348588,-0.7991497027240698,-1.570104380068761,-2.1270975436158617,0
2020_0078,2020,0.7376765419723478,-0.0886139452531673,0.005664891504880587,0.626486002819153,0.680531810342802,1.372387434143576,1
2020_0079,2020,0.64079398142443,-0.0886139452531673,1.660442566548437,1.4853032830631407,0.6677856239820507,0.9038001294014344,1
2020_0080,2020,0.9623374230969776,-0.0886139452531673,1.4979229342693787,1.5228437607490304,0.34704858011199957,-1.0492968359138075,1
2020_0081,2020,2.04259446329196,-0.0886139452531673,1.1022566596474157,1.8889831804046482,0.6583891311388504,-0.002999643470539514,1
2020_0082,2020,-2.455625167401398,-0.0886139452531673,-2.12295704910713,0.4235594722650329,-0.7511881156686357,1.0195070602013239,0
2020_0083,2020,1.93751224861987,-0.0886139452531673,1.7668672933290608,1.995858724372361,1.5115307652196204,0.41920060829060546,1
2020_0084,2020,-2.7417555288783926,-0.0886139452531673,-2.2247047776505404,-1.9342390641479599,-0.8793693881808408,0.1482230961834784,0
2020_0085,2020,-1.704068584438849,-0.0886139452531673,0.15894958237689982,-1.9035344465762722,-0.48071743576139747,1.095154081312597,0
2020_0086,2020,-1.3903522454259913,-0.0886139452531673,1.857438423139865,-1.0757714764598245,-1.2332802411471369,-0.7307124752012204,0
