ID,year,heartbeat,income,indoor_time_hours,body_weight,age,screen_time_hours,gender,has_office_job,medical_expenses
2024_0001,2024,64.22485125991552,457633.6552040907,69.12003219595053,73.19235815445018,42.74681689626361,49.1395093326331,female,0,144.5680021546613
2024_0002,2024,104.22588460397813,108264.39397300623,63.78886805796177,75.08654516726789,38.666148981406174,49.18812649460597,male,1,145.29265228106345
2024_0003,2024,74.68515703422005,47761.3684431568,81.10296707621303,50.89759018563454,45.31912500460843,46.49345517763719,female,1,2.654483242083998
2024_0004,2024,73.01310290713882,1896.4293937575014,48.902888857433275,53.19857173500532,62.96333068696607,54.4421102913658,female,0,1.7375915713442467
2024_0005,2024,68.18349538250766,98696.9305273128,73.16737174150325,48.051998050473806,23.63452901205519,48.29679279020121,male,0,24.440705487807186
2024_0006,2024,77.81754597504501,87928.88896999638,65.17708961848007,44.514005115916014,35.71906173632128,56.249363905316045,female,0,282.16725557589774
2024_0007,2024,89.7917059884415,3780.5328426134433,79.65387330726293,53.19631499105866,54.642254637162296,39.90912689670301,female,1,3.556404277409871
2024_0008,2024,70.08643705615899,786078.3710556986,57.19455629608702,47.593985647775405,35.569103486136335,51.46848458408644,female,0,10.617461955386002
2024_0009,2024,67.33360377690289,34345.44780673536,65.89983578816296,32.79332592568036,48.710724925855715,65.5206732140737,female,0,408.50330302178014
2024_0010,2024,83.93256404131998,694.1232468623573,65.60630089731278,50.6302332156559,47.12162498742354,47.75376502655186,female,0,353.3644639232121
2024_0011,2024,70.0240588506029,58369.05015583469,69.33883560050455,47.57707127487356,53.193536165274296,68.43001626966777,male,0,130.9741532108186
2024_0012,2024,89.69651211613473,95945.97874160053,54.5243804935202,51.12200456633537,59.971664236478475,51.63671447328929,female,0,4.830741618110278
2024_0013,2024,72.72247081627536,271923.6384021183,71.36215088084353,47.22482222235518,44.13738852514724,49.434918078539994,male,0,51.290215346585704
2024_0014,2024,70.21759840797327,167548.74197497917,46.54105871927643,44.396606365214545,23.306785550092556,51.166185023038665,female,0,1.3857617660128412
2024_0015,2024,68.54673040145562,91507.47962435681,58.32157942882636,56.74910060275698,33.78192009383352,46.88576755836214,female,0,14.99174925345991
2024_0016,2024,75.64246899685179,21018.434785156638,49.37269992860801,53.331344037084065,62.70424972326801,30.19443928893586,male,0,1.8542865260539227
2024_0017,2024,84.11606627092794,420.84354451616343,78.28219399685626,65.96047299935688,25.029737949962566,58.80174858223151,male,1,4.940665308669988
2024_0018,2024,91.45742399039037,18628.375431474768,74.00130777509037,56.94729764472331,44.17800182328955,71.92713163947114,male,1,18.26524365220918
2024_0019,2024,70.08137014107818,27027.984866851995,69.56038646898736,46.02393448184866,15.60461757483676,54.80429270032669,female,0,117.77193499425441
2024_0020,2024,73.25247699265189,27708.90944131807,79.7318939624856,54.167685261844355,27.260703637467117,55.4132096135646,female,0,3.4947086141256385
2024_0021,2024,73.50030326261755,106620.26350101101,61.84058330838198,28.19386840761029,49.68711155962713,48.17407314442004,male,0,59.14546984988227
2024_0022,2024,74.01994880183913,2520371.3656369196,71.0958568141266,69.03679888730785,41.16032842170415,61.57789098830642,male,0,57.541130204679106
2024_0023,2024,90.94904746173292,14777.165577965037,70.66022347176475,54.74380143777567,35.42805290960945,49.60728381540225,male,1,70.28089513964852
2024_0024,2024,85.68943492349374,54465479.65084219,64.13765445331391,69.84455894125753,32.64015263596377,52.67220098196896,female,0,172.86310834037477
2024_0025,2024,74.22568816182483,379445.68625073094,78.06625832078896,39.30654940319368,20.794643752856373,34.347835325357764,female,0,5.213492621612325
2024_0026,2024,116.05986288359328,6615.831014046902,90.81879363402041,40.823546173859356,46.14792697999091,44.70658129755551,female,1,1.1232766561978338
2024_0027,2024,70.49851408565873,327874.8290442735,60.68533337136586,51.65833292664315,37.962863356031136,53.673531481812375,female,0,36.46124807448729
2024_0028,2024,79.58913292455175,22812.372067248187,73.33719591519883,51.62534742766659,25.550910951373186,59.072117345839914,female,0,22.84540493086565
2024_0029,2024,82.73950791625319,111279.43465336807,73.19116912646811,55.38244774436944,39.502495177893046,59.349397421295045,female,1,24.288427443094555
2024_0030,2024,84.00789255311304,85876.37441692664,68.31112422450443,49.858262032504804,46.62410511440948,34.208190846822504,female,0,210.34520196353782
2024_0031,2024,62.9571606322553,460467.6545394609,67.47177729033488,41.71882839073611,38.78924962494376,35.222202247519185,male,0,319.73738916194037
2024_0032,2024,94.55878017956096,190596.44576925924,66.66922008538842,37.146442059214785,40.36224668679046,55.84137101055214,male,1,472.8366594529123
2024_0033,2024,67.35572798435874,49302.232001366145,29.15019439078298,50.83150556650686,41.18203069118416,42.531916119951674,male,0,1.0025031276057952
2024_0034,2024,74.52007797116883,37460.16343022429,80.34809324598488,35.17407999701619,33.717916017545676,58.945926060417754,female,0,3.0725259244570022
2024_0035,2024,67.6520376312851,20775.21084336149,58.052674123276006,34.22993702261273,41.34368132526431,33.69831790917982,male,0,13.71856465716076
2024_0036,2024,62.10747106078784,42150.37431682718,62.58442855049392,44.19368201531763,48.1668736518659,49.01590056266552,male,0,85.09344452470478
2024_0037,2024,67.28407710202215,89183.04511180586,62.79707099981912,52.30658985328383,51.167129606722334,49.657631827568835,female,0,93.92532014766209
