ID,year,heartbeat,income,indoor_time_hours,body_weight,age,screen_time_hours,gender,has_office_job,medical_expenses
2022_0001,2022,57.57807906002563,34273.19147335023,63.043776691923114,36.42469891445465,23.684606248167764,37.934007394325036,female,0,104.06336578541527
2022_0002,2022,74.24357757187434,39854.85714051237,67.59287641534908,26.322461012029407,59.80540255434109,47.04411668556099,male,0,300.7411716570004
2022_0003,2022,95.34611874185255,13034.893740469433,56.786359283547306,51.94082221382308,24.81224872759801,15.212434820991657,female,1,9.070251567856412
2022_0004,2022,62.1720425085243,23298.412587365325,60.529274081321354,33.77992476098312,44.99497272309715,45.68311308965879,male,0,34.123967614754356
2022_0005,2022,63.938180693774235,11182.874956646077,67.10534670789247,28.76028237570566,44.699599441977476,38.386472956308864,male,0,385.1951157242529
2022_0006,2022,97.23122018406166,16069.6749610438,85.86003830959866,64.39923966687664,41.956367823290776,35.185599771094914,male,1,1.429750566448063
2022_0007,2022,71.1681419968978,115623.16540020687,67.21982777676271,51.9662786898701,35.85423117838392,41.80959957421132,female,0,364.5814560972286
2022_0008,2022,55.002877713306184,35352.71638060764,78.83720361193,30.919375676708498,49.07252651140502,35.04174746187972,male,0,4.360121831608429
2022_0009,2022,54.58412367378728,145887.48825482113,71.4072911020292,42.83441435744637,25.196325260569044,18.76125080111644,female,0,49.96136466317907
2022_0010,2022,76.0467921540253,15928.322307985762,81.27401339464686,29.6588886047029,40.141712113260766,49.22247941171938,male,0,2.582479541485933
2022_0011,2022,60.8766312779527,1381.2971768909977,64.40957782694944,36.950778290608376,35.16125323447541,42.43017561348193,female,0,197.6010304246862
2022_0012,2022,80.83157907403125,58128.63047123208,93.90222710651804,53.09670420822224,32.427020579329685,36.86057545252148,male,1,1.0631646721341013
2022_0013,2022,69.43812709383104,125873.47750993414,60.14603797085877,46.01895648606442,45.08747787453545,30.338146279275627,male,0,29.114897943687204
2022_0014,2022,99.63369806032686,5256.316378267743,62.33538165802331,53.21211826157822,49.974785427196835,25.30142483892865,male,1,73.60772651145182
2022_0015,2022,49.69284742743294,105044.22017152459,52.89947150310966,50.11660413706647,37.367442381631335,42.238927070680575,male,0,3.3284275990603165
2022_0016,2022,67.29481715463606,6522.699722915133,88.3102467155807,37.54279226337801,48.60681089925777,56.13440960225359,female,0,1.242965429507731
2022_0017,2022,72.35583092428374,21591.363436461084,73.19447572617898,33.50396290405169,41.29740665444598,42.03166476741038,female,0,24.167288405845095
2022_0018,2022,68.74386451706263,63009.49677442366,61.658792666196916,27.46694737654837,31.872677907619913,26.17238393907174,female,0,53.91992092076752
2022_0019,2022,101.31981483761395,5335.725283796369,82.49022696873494,62.5320451029535,36.620479067589365,42.25116727038402,male,1,2.098557072019587
2022_0020,2022,50.957309019092506,82608.79553257066,71.87692185117783,48.952184022261804,37.80514109208385,39.46657037753272,male,0,42.41491206278107
2022_0021,2022,68.31040154996195,57009.43169080293,84.6612747137559,42.733212565368746,33.83340087494553,48.640436260742305,female,0,1.6100254720173377
2022_0022,2022,61.97380240529554,96076.89609454476,49.52167167260089,62.38831666414424,45.08482928655833,46.067331774117264,female,0,1.894111759214356
2022_0023,2022,90.17209841275356,4171.680435632068,67.34639891685745,74.29787452470418,41.5464618770476,10.141774658900765,female,1,342.9209657290444
2022_0024,2022,103.70555609419726,16886.10589475668,65.37478616057174,56.924722352829846,23.293503017305824,45.45242204428457,male,1,312.62362783005443
2022_0025,2022,79.7927451067423,209321.1895977154,45.26317323591398,36.819725661929304,24.28474004760642,29.965205904959163,female,0,1.2776213132048866
2022_0026,2022,82.94370054600358,1202.7943656199284,75.60327204779693,44.696967194853535,45.04684453205754,25.78271258551301,female,0,10.859062664920515
2022_0027,2022,78.14807871505906,235273.06416330056,62.29603444196641,31.619808195743147,32.64713571205465,38.11526589626436,female,0,72.06006447067344
2022_0028,2022,63.902658183698165,134346.54763730365,72.39631204986563,51.66288306532487,43.82041155100324,44.10971109030012,female,0,33.44826778394491
2022_0029,2022,68.52720163026343,5094.833653129071,88.59771934329612,43.61600521843584,48.60931578109188,23.592653897131758,female,0,1.2168310750802838
2022_0030,2022,72.66822871784244,9116.710934150107,61.46756308172392,42.56458910858533,28.090471625944406,47.04576417057552,female,0,49.77436039783525
2022_0031,2022,66.21177949299462,174692.46977645322,60.78847017342845,46.86953667770816,26.684627454238147,47.633388475315996,male,0,38.139481292956766
2022_0032,2022,96.30764187911544,46766.05294052508,71.18664169723996,77.22829883369059,55.94431682395295,40.46976196299498,male,1,54.94045706604922
2022_0033,2022,73.23753131876182,36531.05525942963,74.8724735298341,41.70955352187505,44.315707829624586,31.323763697729515,female,0,13.531225302747648
2022_0034,2022,64.40717353974068,18251.2522523489,59.3328697468985,38.86959629128616,36.60759343326729,30.20621995810708,male,0,21.16819882407055
2022_0035,2022,57.707130636263386,38606.651657994196,58.69038402867869,55.08719623322578,31.46059547353736,50.259321315802275,female,0,17.35273272927178
2022_0036,2022,60.85526934164142,27925.987819961578,75.57189270241366,49.675504159911355,35.6955915109272,24.887773135040952,male,0,10.94081181100648
2022_0037,2022,71.33910377733743,34834.395385041185,68.78639323838036,36.790201596162774,28.894276638866895,50.64470460819179,male,0,169.2285215421025
