ID,year,heartbeat,income,indoor_time_hours,body_weight,age,screen_time_hours,gender,has_office_job,medical_expenses
2025_0001,2025,83.29835578999679,83235.54840926323,56.530930184839974,47.79143685456298,28.268271421364283,78.16116461730498,male,0,8.310335657091006
2025_0002,2025,50.6801631365314,1903802.4048983338,64.76400424850972,50.4002235798209,42.915329161032005,61.09946402671952,female,0,230.73041629796094
2025_0003,2025,75.41018799144292,76589.60110019328,67.47417928893798,46.980497449899815,58.73066026834186,63.10582488811635,male,0,318.5406192985413
2025_0004,2025,93.71487264873947,83537.27957259912,67.36671725458866,62.71814588451308,50.377677213726884,56.93526830663206,male,0,337.8155376798941
2025_0005,2025,70.67153568482495,181861.53353204633,57.69722086474812,39.42206723876078,25.855922667372276,74.01651295832472,male,0,12.30493006051041
2025_0006,2025,72.47251909317957,54527.89688989237,74.93900067794806,51.628523237117456,39.01430792111654,40.34006516625792,female,0,13.329771603195772
2025_0007,2025,91.76346769971491,39044.05868549509,75.34455821778535,48.89465069231024,51.571300460029136,37.625981935318336,male,1,11.60284120979172
2025_0008,2025,77.54519457205727,60842.312208058414,80.81308637457478,50.75365718072765,32.607746591258426,56.530327296525904,male,0,2.8080772599155637
2025_0009,2025,68.41492663439354,18877.858175091424,73.46761040446717,61.68298623400029,37.190406186618816,61.60142184856969,female,0,21.840149585365047
2025_0010,2025,62.41703789951841,19852.427907830574,61.50468241411228,36.96052005830084,36.90953966466411,29.25384398488054,male,0,50.77986917684621
2025_0011,2025,79.02720797550529,36770.412344614226,78.05488303632495,57.67917243554962,46.517490424996204,54.965643721475736,female,0,5.233079922178068
2025_0012,2025,53.419386125830215,45006.57324953094,67.73586086312855,39.55047751991385,25.383975973842666,53.19510241361695,female,0,275.5447369545399
2025_0013,2025,80.82228320050409,154656.13357049096,72.9797861888055,46.91223480466588,47.07988548210209,62.44158188509989,male,0,26.34424908174641
2025_0014,2025,83.58201475931813,49627.29856923947,77.20429734697336,34.52309854158525,32.95332423557088,59.287355413205276,male,1,6.5208191203301125
2025_0015,2025,87.5308515408715,482891.75195764436,68.7568016672026,44.67908824730101,39.08628984270959,36.91778145132996,male,1,171.1430916737525
2025_0016,2025,67.24392128751629,91717.62645537611,66.03270380430605,46.21788724020017,38.54454099047858,44.19942758444259,female,0,440.8699790988687
2025_0017,2025,101.80882623521623,228395.21803967791,68.68625367945802,64.38271797474026,45.215661413294086,46.93210327963009,male,1,178.12757374263722
2025_0018,2025,89.99010707424594,16288.224709928123,61.470537117584705,50.413664027511345,38.98896725378826,62.38945135935388,male,1,49.836617250759254
2025_0019,2025,69.28262013387852,80360.79435851591,43.55305222044335,56.39786020145902,55.24755745616481,58.746462320152084,female,0,1.180868281894691
2025_0020,2025,84.00097104358255,1568959.382275086,63.06194447232984,36.9249643256699,49.123973494010585,48.792753179784064,male,1,104.58498557711422
2025_0021,2025,71.0184286533213,1607.7516292863538,66.99165656466386,59.400771128429106,32.82291334463068,56.445472359682945,female,0,406.97428433730016
2025_0022,2025,96.46940176533779,57498.9074647142,75.85584879223724,68.38225980376139,54.49393659460597,44.41993427233397,female,0,9.949278142039647
